ACCIDENT_NO,SURFACE_COND,SURFACE_COND_DESC,SURFACE_COND_SEQ
T20130016362,9,Unk.,1
T20130016394,2,Wet,1
T20130016396,2,Wet,1
T20130016432,1,Dry,1
T20150004249,1,Dry,1
T20150004256,2,Wet,0
T20150004266,1,Dry,1
T20150004272,1,Dry,1
T20150004282,1,Dry,1
T20150004289,3,Muddy,1
T20150004298,1,Dry,1
T20150004304,1,Dry,1
T20150004312,1,Dry,1
T20150004337,1,Dry,1
T20150004360,1,Dry,1
T20150004361,2,Wet,1
T20150004372,2,Wet,1
T20150004399,1,Dry,1
T20150004400,1,Dry,1
T20150004432,1,Dry,1
T20150004435,1,Dry,1
T20150004440,1,Dry,1
T20150004449,1,Dry,1
T20150004468,1,Dry,1
T20150004484,2,Wet,0
T20150004491,1,Dry,0
T20150004493,1,Dry,1
T20150004507,1,Dry,1
T20150004511,1,Dry,1
T20150004518,1,Dry,1
T20150004522,1,Dry,1
T20150004534,1,Dry,1
T20150004546,1,Dry,1
T20150004569,1,Dry,1
T20150004573,1,Dry,0
T20150004594,1,Dry,0
T20150004603,1,Dry,1
T20150004619,1,Dry,0
T20150004622,1,Dry,1
T20150004642,9,Unk.,0
T20150004643,1,Dry,1
T20150004664,1,Dry,1
T20150004667,2,Wet,1
T20150004679,1,Dry,1
T20150004681,1,Dry,0
T20150004707,1,Dry,1
T20150004725,1,Dry,1
T20150004727,1,Dry,1
T20150004738,9,Unk.,0
T20150004750,1,Dry,1
T20150004755,2,Wet,0
T20150004763,1,Dry,1
T20150004781,1,Dry,1
T20150004801,1,Dry,1
T20150004843,1,Dry,1
T20150004855,1,Dry,1
T20150004882,2,Wet,1
T20150004904,1,Dry,1
T20150004912,1,Dry,1
T20150004924,1,Dry,1
T20150004925,9,Unk.,1
T20150004954,1,Dry,1
T20150004972,1,Dry,0
T20150004986,1,Dry,1
T20150005006,1,Dry,0
T20150005023,1,Dry,1
T20150005026,1,Dry,1
T20150005033,1,Dry,1
T20150005042,1,Dry,1
T20150005052,1,Dry,1
T20150005055,1,Dry,1
T20150005096,1,Dry,1
T20150005107,1,Dry,1
T20150005115,1,Dry,1
T20150005117,1,Dry,0
T20150005126,1,Dry,1
T20150005143,1,Dry,1
T20150005158,9,Unk.,1
T20150005163,1,Dry,1
T20150005191,1,Dry,1
T20150005205,1,Dry,0
T20150005290,1,Dry,0
T20150005299,2,Wet,1
T20150005302,1,Dry,1
T20150005317,1,Dry,1
T20150005324,1,Dry,1
T20150005345,1,Dry,1
T20150005351,1,Dry,1
T20150005363,1,Dry,1
T20150005383,1,Dry,1
T20150005398,1,Dry,1
T20150005414,1,Dry,1
T20150005433,1,Dry,1
T20150005441,1,Dry,0
T20150005456,1,Dry,1
T20150005480,2,Wet,1
T20150005505,1,Dry,1
T20150005511,1,Dry,1
T20150005512,1,Dry,1
T20150005557,1,Dry,1
T20150005561,1,Dry,1
T20150005572,1,Dry,0
T20150005606,1,Dry,1
T20150005625,1,Dry,1
T20150005634,1,Dry,1
T20150005639,1,Dry,0
T20150005642,1,Dry,1
T20150005655,1,Dry,1
T20150005697,1,Dry,0
T20150005708,1,Dry,1
T20140007028,1,Dry,1
T20140007052,1,Dry,1
T20140007054,1,Dry,1
T20140007061,1,Dry,1
T20140007073,1,Dry,1
T20140007075,1,Dry,0
T20140007093,1,Dry,1
T20140007103,1,Dry,1
T20140007105,1,Dry,1
T20140007129,1,Dry,1
T20140007139,1,Dry,1
T20140007153,1,Dry,1
T20140007155,1,Dry,1
T20140007166,1,Dry,1
T20140007172,1,Dry,1
T20140007192,1,Dry,1
T20140007205,1,Dry,1
T20140007236,1,Dry,1
T20140007238,1,Dry,1
T20140007246,2,Wet,1
T20140007248,2,Wet,1
T20140007250,2,Wet,1
T20140007252,1,Dry,1
T20140007262,1,Dry,1
T20140007272,2,Wet,1
T20140007279,2,Wet,1
T20140007326,2,Wet,1
T20140007338,9,Unk.,1
T20140007362,2,Wet,1
T20140007365,1,Dry,1
T20140007375,2,Wet,1
T20140007377,2,Wet,1
T20140007380,2,Wet,1
T20140007382,2,Wet,1
T20140007400,2,Wet,1
T20140007434,2,Wet,1
T20140007447,2,Wet,1
T20140007448,1,Dry,1
T20140007458,1,Dry,1
T20140007473,2,Wet,1
T20140007546,9,Unk.,1
T20140007561,2,Wet,1
T20140007619,1,Dry,1
T20140007620,1,Dry,1
T20140007631,1,Dry,1
T20140007647,1,Dry,1
T20140007656,1,Dry,1
T20140007670,1,Dry,1
T20140007684,1,Dry,1
T20140007711,1,Dry,1
T20140007718,1,Dry,1
T20140007751,1,Dry,1
T20140007758,1,Dry,1
T20140007766,1,Dry,1
T20140007784,9,Unk.,0
T20140007813,9,Unk.,1
T20140007815,2,Wet,0
T20140007827,1,Dry,1
T20140007842,1,Dry,1
T20140007855,2,Wet,1
T20140007867,1,Dry,1
T20140007869,1,Dry,1
T20140007879,1,Dry,1
T20140007894,1,Dry,1
T20140007896,1,Dry,1
T20140007901,1,Dry,1
T20140007936,1,Dry,1
T20140007946,1,Dry,1
T20140007985,1,Dry,1
T20140008060,1,Dry,1
T20140008087,1,Dry,1
T20140008088,2,Wet,1
T20140008100,9,Unk.,1
T20140008103,1,Dry,1
T20140008106,1,Dry,0
T20140008131,1,Dry,0
T20140008174,1,Dry,1
T20140008203,2,Wet,1
T20140008225,1,Dry,1
T20140008228,1,Dry,1
T20140008236,1,Dry,1
T20140008237,1,Dry,1
T20140008241,1,Dry,1
T20140008248,1,Dry,1
T20140008260,1,Dry,1
T20140008286,2,Wet,1
T20140008308,9,Unk.,1
T20140008334,9,Unk.,1
T20140008343,1,Dry,1
T20140008364,2,Wet,1
T20140008388,1,Dry,1
T20140008415,1,Dry,1
T20140008425,9,Unk.,1
T20140008433,2,Wet,1
T20140008435,1,Dry,1
T20140008442,1,Dry,1
T20140008454,2,Wet,1
T20140008469,1,Dry,1
T20140008485,1,Dry,1
T20140008497,1,Dry,1
T20140008504,1,Dry,1
T20140008506,1,Dry,1
T20140008521,1,Dry,1
T20140008523,1,Dry,1
T20140008537,1,Dry,1
T20140008560,1,Dry,1
T20130016470,2,Wet,1
T20130016486,1,Dry,1
T20130016527,1,Dry,1
T20130016534,1,Dry,1
T20130016555,1,Dry,1
T20130016562,2,Wet,1
T20130016625,1,Dry,1
T20130016632,2,Wet,1
T20130016634,1,Dry,1
T20130016658,2,Wet,1
T20130016689,1,Dry,1
T20130016694,2,Wet,1
T20130016728,1,Dry,1
T20130016749,1,Dry,1
T20130016765,2,Wet,1
T20130016787,2,Wet,1
T20130016789,1,Dry,1
T20130016793,1,Dry,1
T20130016795,2,Wet,1
T20130016802,1,Dry,1
T20130016804,1,Dry,1
T20130016829,1,Dry,1
T20130016850,1,Dry,1
T20130016861,1,Dry,1
T20130016877,1,Dry,1
T20130016925,1,Dry,1
T20130016932,1,Dry,1
T20130016944,2,Wet,1
T20130016979,1,Dry,1
T20130016984,2,Wet,1
T20130017001,1,Dry,1
T20130017012,1,Dry,1
T20130017014,1,Dry,1
T20130017062,1,Dry,1
T20130017100,9,Unk.,1
T20130017102,2,Wet,1
T20130017112,1,Dry,1
T20130017114,2,Wet,1
T20130017133,1,Dry,1
T20130017148,3,Muddy,1
T20130017151,1,Dry,1
T20130017168,9,Unk.,1
T20130017175,1,Dry,1
T20130017192,2,Wet,1
T20130017194,9,Unk.,1
T20130017200,2,Wet,1
T20130017222,2,Wet,1
T20130017224,2,Wet,1
T20130017248,1,Dry,1
T20130017271,1,Dry,1
T20130017288,1,Dry,1
T20130017294,1,Dry,1
T20130017311,1,Dry,1
T20130017323,1,Dry,0
T20130017339,2,Wet,1
T20130017347,2,Wet,1
T20130017350,2,Wet,1
T20130017432,2,Wet,1
T20130017522,1,Dry,1
T20130017535,9,Unk.,1
T20130017537,1,Dry,1
T20130017541,1,Dry,1
T20130017543,1,Dry,1
T20130017575,2,Wet,1
T20130017578,1,Dry,1
T20130017591,1,Dry,1
T20130017610,1,Dry,1
T20130017639,1,Dry,1
T20130017649,1,Dry,1
T20130017654,1,Dry,1
T20130017656,1,Dry,1
T20130017667,9,Unk.,1
T20130017680,1,Dry,1
T20130017690,1,Dry,1
T20130017696,1,Dry,1
T20130017733,1,Dry,1
T20130017744,1,Dry,1
T20130017750,1,Dry,1
T20130017761,2,Wet,1
T20130017761,4,Snowy,2
T20130017773,9,Unk.,1
T20130017796,1,Dry,1
T20130017807,2,Wet,1
T20130017809,1,Dry,1
T20130017812,1,Dry,1
T20130017824,1,Dry,1
T20130017835,1,Dry,1
T20130017837,1,Dry,1
T20130017873,2,Wet,0
T20130017915,1,Dry,1
T20130017939,9,Unk.,1
T20130017940,1,Dry,1
T20130017956,2,Wet,1
T20130017976,1,Dry,1
T20130017978,1,Dry,1
T20130017985,1,Dry,1
T20130017993,1,Dry,1
T20130018029,1,Dry,1
T20130018039,1,Dry,1
T20130018041,1,Dry,1
T20130018056,9,Unk.,1
T20130018058,1,Dry,1
T20130018064,1,Dry,1
T20130018075,1,Dry,1
T20130018079,1,Dry,0
T20130018082,1,Dry,1
T20140008564,2,Wet,1
T20140008580,1,Dry,1
T20140008594,1,Dry,1
T20140008609,1,Dry,1
T20140008620,1,Dry,1
T20140008630,1,Dry,1
T20140008635,1,Dry,1
T20140008637,1,Dry,1
T20140008661,9,Unk.,0
T20140008667,1,Dry,1
T20140008676,1,Dry,1
T20140008678,9,Unk.,1
T20140008683,1,Dry,1
T20140008714,2,Wet,1
T20140008722,1,Dry,1
T20140008726,1,Dry,1
T20140008735,1,Dry,1
T20140008742,1,Dry,1
T20140008744,2,Wet,1
T20140008749,2,Wet,1
T20140008752,9,Unk.,1
T20140008778,2,Wet,1
T20140008778,3,Muddy,2
T20140008794,1,Dry,1
T20140008821,1,Dry,1
T20140008823,2,Wet,1
T20140008830,2,Wet,1
T20130012656,1,Dry,1
T20130012660,1,Dry,1
T20130012696,1,Dry,1
T20130012700,1,Dry,1
T20130012746,1,Dry,1
T20130012757,1,Dry,1
T20130012760,1,Dry,1
T20130012800,9,Unk.,1
T20130012806,5,Icy,1
T20130012834,1,Dry,1
T20130012863,1,Dry,1
T20130012865,1,Dry,1
T20130012883,1,Dry,1
T20130012885,2,Wet,1
T20130012893,1,Dry,1
T20130012895,1,Dry,1
T20130012911,1,Dry,1
T20130012913,1,Dry,1
T20130012921,1,Dry,1
T20130012952,1,Dry,1
T20130012986,2,Wet,1
T20130012997,1,Dry,1
T20130013008,2,Wet,1
T20130013010,1,Dry,1
T20130013015,1,Dry,1
T20130013052,1,Dry,1
T20130013060,1,Dry,1
T20130013062,1,Dry,1
T20130013102,1,Dry,1
T20130013147,2,Wet,1
T20130013176,1,Dry,1
T20130013199,2,Wet,1
T20130013216,1,Dry,1
T20130013242,1,Dry,1
T20130013244,1,Dry,1
T20130013246,1,Dry,1
T20130013251,1,Dry,1
T20130013264,1,Dry,1
T20130013266,9,Unk.,1
T20130013278,1,Dry,1
T20130013283,1,Dry,1
T20130013285,2,Wet,1
T20130013291,9,Unk.,1
T20130013301,2,Wet,1
T20130013322,1,Dry,1
T20130013342,1,Dry,1
T20130013344,1,Dry,1
T20130013366,1,Dry,1
T20130013371,1,Dry,1
T20130013388,1,Dry,1
T20130013395,1,Dry,1
T20130013455,1,Dry,1
T20130013471,1,Dry,1
T20130013485,1,Dry,1
T20130013495,9,Unk.,1
T20130013511,2,Wet,1
T20130013524,1,Dry,1
T20130013588,1,Dry,1
T20130013629,1,Dry,1
T20130013630,1,Dry,1
T20130013636,2,Wet,1
T20130013650,1,Dry,1
T20130013654,2,Wet,1
T20130013656,1,Dry,1
T20130013658,2,Wet,1
T20130013665,9,Unk.,1
T20130013669,2,Wet,1
T20130013672,1,Dry,1
T20130013682,1,Dry,1
T20130013712,1,Dry,1
T20130013719,1,Dry,1
T20130013749,1,Dry,1
T20130013777,1,Dry,1
T20130013780,1,Dry,1
T20130013789,1,Dry,1
T20130013797,9,Unk.,1
T20130013806,1,Dry,1
T20130013818,1,Dry,1
T20130013821,2,Wet,1
T20150005726,1,Dry,1
T20150005756,9,Unk.,1
T20150005769,1,Dry,1
T20150005782,1,Dry,0
T20150005789,1,Dry,1
T20150005804,1,Dry,1
T20150005821,1,Dry,1
T20150005828,1,Dry,1
T20150005836,1,Dry,0
T20150005848,1,Dry,1
T20150005853,1,Dry,0
T20150005867,1,Dry,1
T20130016007,1,Dry,1
T20130016012,1,Dry,1
T20130016020,2,Wet,1
T20130016026,2,Wet,1
T20130016037,1,Dry,1
T20130016065,2,Wet,1
T20130016065,3,Muddy,2
T20130016076,1,Dry,1
T20130016081,2,Wet,1
T20130016097,1,Dry,1
T20130016136,4,Snowy,1
T20130016148,2,Wet,1
T20130016151,9,Unk.,0
T20130016187,2,Wet,1
T20130016202,1,Dry,1
T20130016209,1,Dry,1
T20130016228,2,Wet,1
T20130016238,9,Unk.,1
T20130016262,9,Unk.,1
T20130016270,1,Dry,1
T20130016277,1,Dry,1
T20130016315,2,Wet,1
T20130016342,1,Dry,1
T20130016355,1,Dry,1
T20130016371,1,Dry,1
T20130016402,2,Wet,1
T20130016412,1,Dry,1
T20130016422,2,Wet,1
T20130016473,1,Dry,1
T20130016505,1,Dry,1
T20130016520,1,Dry,1
T20130016529,1,Dry,1
T20130016539,1,Dry,1
T20130016543,1,Dry,0
T20130016559,1,Dry,1
T20130016621,1,Dry,1
T20130016661,1,Dry,1
T20130016668,1,Dry,1
T20130016725,2,Wet,1
T20130016736,9,Unk.,1
T20130016752,2,Wet,1
T20130016781,1,Dry,1
T20130016797,9,Unk.,1
T20130016813,1,Dry,1
T20130016824,9,Unk.,1
T20130016832,2,Wet,1
T20130016839,1,Dry,1
T20130016865,1,Dry,1
T20130016904,1,Dry,1
T20130016912,1,Dry,1
T20130016956,1,Dry,1
T20130016970,1,Dry,1
T20130016994,1,Dry,1
T20130017020,2,Wet,1
T20130017035,1,Dry,1
T20130017042,1,Dry,1
T20130017074,1,Dry,1
T20130017079,1,Dry,1
T20130017082,1,Dry,1
T20130017104,1,Dry,1
T20130017125,1,Dry,1
T20130017130,2,Wet,1
T20130017162,2,Wet,1
T20130017177,1,Dry,1
T20130017180,1,Dry,1
T20130017212,1,Dry,1
T20130017220,1,Dry,1
T20130017229,2,Wet,1
T20130017240,2,Wet,1
T20130017256,1,Dry,1
T20130017259,1,Dry,1
T20130017298,1,Dry,1
T20130017334,9,Unk.,1
T20130017341,1,Dry,1
T20130017374,2,Wet,1
T20130017388,9,Unk.,1
T20130017390,9,Unk.,1
T20130017404,1,Dry,1
T20130017406,2,Wet,1
T20130017411,1,Dry,1
T20130017436,2,Wet,1
T20130017444,1,Dry,1
T20130017482,2,Wet,1
T20130017510,1,Dry,1
T20130017511,1,Dry,1
T20130017547,1,Dry,1
T20130017557,1,Dry,1
T20130017573,1,Dry,1
T20130017596,9,Unk.,1
T20130017599,1,Dry,1
T20130017601,1,Dry,1
T20130017616,1,Dry,1
T20130017650,2,Wet,1
T20130017665,1,Dry,1
T20130018098,1,Dry,1
T20130018136,1,Dry,1
T20130018176,1,Dry,1
T20130018190,1,Dry,1
T20130018196,1,Dry,1
T20130018211,1,Dry,1
T20130018213,1,Dry,1
T20130018225,1,Dry,1
T20130018227,1,Dry,1
T20130018267,1,Dry,1
T20130018287,1,Dry,1
T20130018289,1,Dry,1
T20130018321,1,Dry,1
T20130018323,1,Dry,1
T20130018371,2,Wet,1
T20130018411,1,Dry,1
T20130018423,1,Dry,1
T20130018430,1,Dry,1
T20130018446,1,Dry,1
T20130018450,1,Dry,1
T20130018469,1,Dry,1
T20130018478,1,Dry,1
T20130018481,1,Dry,1
T20130018494,1,Dry,1
T20130018496,1,Dry,1
T20130018509,2,Wet,1
T20130018572,1,Dry,1
T20130018587,1,Dry,1
T20130018601,9,Unk.,1
T20130018618,1,Dry,1
T20130018644,1,Dry,1
T20130018650,1,Dry,1
T20130018662,1,Dry,1
T20130018664,1,Dry,1
T20130018668,1,Dry,1
T20130018670,1,Dry,1
T20130018687,1,Dry,0
T20130018705,1,Dry,1
T20130018717,1,Dry,1
T20130018739,2,Wet,1
T20130018745,2,Wet,1
T20130018746,2,Wet,1
T20130018793,1,Dry,1
T20130018808,2,Wet,1
T20130018813,1,Dry,1
T20130018819,1,Dry,1
T20130018826,1,Dry,1
T20130018834,1,Dry,1
T20130018893,1,Dry,1
T20130018912,1,Dry,1
T20130018918,1,Dry,1
T20130018929,1,Dry,1
T20130018939,1,Dry,1
T20130018948,1,Dry,1
T20130018950,9,Unk.,1
T20130018960,9,Unk.,1
T20130018962,1,Dry,1
T20130018975,1,Dry,1
T20130018980,1,Dry,1
T20130019015,1,Dry,1
T20160010066,2,Wet,1
T20160010097,1,Dry,1
T20160010108,2,Wet,1
T20160010113,2,Wet,1
T20160010129,1,Dry,0
T20160010130,2,Wet,0
T20160010139,2,Wet,1
T20160010155,1,Dry,1
T20160010157,2,Wet,1
T20160010179,1,Dry,1
T20160010207,9,Unk.,1
T20160010212,2,Wet,1
T20160010226,2,Wet,1
T20160010245,1,Dry,1
T20160010268,1,Dry,1
T20160010286,1,Dry,1
T20160010288,1,Dry,1
T20160010290,1,Dry,1
T20160010309,1,Dry,1
T20160010337,2,Wet,1
T20160010339,1,Dry,1
T20160010341,1,Dry,1
T20160010343,2,Wet,0
T20160010351,1,Dry,1
T20160010360,9,Unk.,0
T20160010373,2,Wet,1
T20160010377,9,Unk.,0
T20160010379,1,Dry,1
T20160010400,1,Dry,0
T20160010423,9,Unk.,1
T20160010425,9,Unk.,0
T20160010440,1,Dry,0
T20160010453,1,Dry,1
T20160010470,1,Dry,1
T20160010488,1,Dry,1
T20160010521,1,Dry,1
T20160010553,1,Dry,1
T20160010579,1,Dry,0
T20160010580,1,Dry,1
T20160010631,1,Dry,1
T20160010648,1,Dry,1
T20160010685,1,Dry,1
T20160010700,1,Dry,0
T20160010704,1,Dry,1
T20160010711,1,Dry,0
T20160010717,1,Dry,1
T20130017671,1,Dry,0
T20130017684,1,Dry,1
T20130017697,1,Dry,1
T20130017706,1,Dry,1
T20130017716,1,Dry,1
T20130017726,1,Dry,1
T20130017731,1,Dry,1
T20130017738,1,Dry,1
T20130017768,1,Dry,1
T20130017771,9,Unk.,1
T20130017801,9,Unk.,1
T20130017815,1,Dry,1
T20130017829,1,Dry,1
T20130017857,1,Dry,1
T20130017860,1,Dry,1
T20130017867,9,Unk.,1
T20130017870,2,Wet,1
T20130017899,1,Dry,1
T20130017905,1,Dry,1
T20130017924,1,Dry,1
T20130017944,1,Dry,1
T20130017949,2,Wet,1
T20130017958,1,Dry,1
T20130017964,9,Unk.,1
T20130017969,1,Dry,1
T20130017981,9,Unk.,1
T20130018001,1,Dry,1
T20130018008,1,Dry,1
T20130018015,1,Dry,1
T20130018024,1,Dry,1
T20130018033,1,Dry,1
T20130018053,1,Dry,1
T20130018077,1,Dry,1
T20130018087,1,Dry,1
T20130018088,1,Dry,1
T20130018092,1,Dry,1
T20130018100,1,Dry,1
T20130018163,1,Dry,1
T20130018194,1,Dry,1
T20130018215,1,Dry,1
T20130018223,9,Unk.,1
T20130018242,1,Dry,1
T20130018247,1,Dry,1
T20130018251,1,Dry,1
T20130018280,9,Unk.,1
T20130018297,1,Dry,1
T20130018306,1,Dry,1
T20130018337,1,Dry,0
T20130018340,2,Wet,1
T20130018390,1,Dry,1
T20130018413,1,Dry,1
T20130018426,1,Dry,1
T20130018433,2,Wet,1
T20130018441,1,Dry,1
T20130018455,2,Wet,1
T20130018476,1,Dry,1
T20130018490,1,Dry,1
T20130018500,1,Dry,1
T20130018548,2,Wet,1
T20130018558,1,Dry,1
T20130018562,9,Unk.,1
T20130018574,1,Dry,1
T20130018585,1,Dry,1
T20130018607,1,Dry,1
T20130018620,1,Dry,1
T20130018631,9,Unk.,1
T20130018657,2,Wet,1
T20130018660,1,Dry,1
T20130018684,1,Dry,1
T20130018699,1,Dry,1
T20130018714,2,Wet,1
T20130018724,1,Dry,1
T20130018768,1,Dry,1
T20130018788,1,Dry,1
T20130018801,2,Wet,1
T20130018815,9,Unk.,1
T20130018852,1,Dry,1
T20130018861,1,Dry,1
T20130018884,1,Dry,1
T20130018899,1,Dry,1
T20130018916,2,Wet,1
T20130018916,5,Icy,2
T20130018944,1,Dry,1
T20130018952,1,Dry,1
T20130018971,1,Dry,1
T20130018978,1,Dry,1
T20130018985,9,Unk.,1
T20130018997,1,Dry,1
T20130019002,1,Dry,1
T20130019039,1,Dry,1
T20130019046,2,Wet,1
T20130019066,1,Dry,1
T20130019070,2,Wet,1
T20130019091,2,Wet,1
T20130019118,1,Dry,1
T20130019124,9,Unk.,1
T20130019141,2,Wet,1
T20130019143,1,Dry,0
T20130019162,1,Dry,1
T20130019169,1,Dry,1
T20130019224,1,Dry,1
T20130019246,2,Wet,1
T20130019257,2,Wet,1
T20130019264,1,Dry,1
T20130019270,1,Dry,1
T20130019319,9,Unk.,1
T20160010730,1,Dry,1
T20160010732,9,Unk.,0
T20160010745,1,Dry,1
T20160010747,1,Dry,1
T20160010749,1,Dry,1
T20160010752,1,Dry,0
T20160010761,1,Dry,1
T20160010779,1,Dry,1
T20160010782,1,Dry,1
T20160010796,1,Dry,1
T20160010819,1,Dry,1
T20160010820,1,Dry,1
T20160010832,1,Dry,1
T20160010841,1,Dry,1
T20160010875,1,Dry,1
T20160010888,2,Wet,1
T20160010894,1,Dry,1
T20160010913,9,Unk.,1
T20160010915,1,Dry,1
T20160010928,1,Dry,1
T20160010934,1,Dry,0
T20160010944,1,Dry,1
T20160010946,1,Dry,0
T20160010956,1,Dry,0
T20160010958,1,Dry,1
T20160010991,1,Dry,0
T20160010997,1,Dry,1
T20160011031,2,Wet,0
T20160011046,2,Wet,1
T20160011048,1,Dry,0
T20160011051,2,Wet,1
T20160011053,1,Dry,1
T20160011067,1,Dry,0
T20160011075,9,Unk.,1
T20160011080,2,Wet,1
T20160011092,1,Dry,0
T20160011111,1,Dry,1
T20160011128,1,Dry,1
T20160011148,1,Dry,0
T20160011155,1,Dry,1
T20160011160,1,Dry,1
T20160011183,1,Dry,1
T20160011185,1,Dry,1
T20160011190,9,Unk.,0
T20160011227,1,Dry,1
T20160011254,1,Dry,0
T20160011256,1,Dry,0
T20160011260,1,Dry,1
T20160011262,1,Dry,0
T20160011283,1,Dry,1
T20160011289,1,Dry,1
T20160011295,1,Dry,0
T20160011315,1,Dry,1
T20160011317,1,Dry,1
T20160011323,1,Dry,1
T20160011333,1,Dry,1
T20160011353,2,Wet,1
T20160011369,1,Dry,1
T20160011370,1,Dry,1
T20160011380,1,Dry,1
T20160011391,9,Unk.,1
T20160011411,1,Dry,1
T20160011425,1,Dry,0
T20160011427,1,Dry,0
T20160011447,2,Wet,1
T20160011449,1,Dry,1
T20160011480,2,Wet,0
T20160011515,2,Wet,1
T20160011519,3,Muddy,1
T20160011551,2,Wet,1
T20160011567,2,Wet,1
T20160011575,2,Wet,1
T20160011583,1,Dry,0
T20160011586,9,Unk.,1
T20160011603,2,Wet,1
T20160011611,1,Dry,1
T20160011621,9,Unk.,0
T20160011642,1,Dry,0
T20160011648,2,Wet,1
T20160011652,1,Dry,1
T20160011659,2,Wet,1
T20160011677,2,Wet,1
T20160011712,1,Dry,0
T20160011718,2,Wet,1
T20160011742,2,Wet,1
T20160011744,1,Dry,1
T20160011788,1,Dry,1
T20160011801,1,Dry,1
T20160011814,1,Dry,1
T20160011820,1,Dry,1
T20160011837,1,Dry,1
T20160011864,1,Dry,1
T20160011898,1,Dry,0
T20160011906,1,Dry,1
T20160011914,1,Dry,1
T20160011916,1,Dry,1
T20160011942,1,Dry,0
T20160011958,1,Dry,1
T20160011966,1,Dry,1
T20160011995,1,Dry,0
T20160012005,1,Dry,1
T20160012010,1,Dry,1
T20160012014,1,Dry,1
T20160012022,9,Unk.,1
T20160012049,1,Dry,1
T20160012065,1,Dry,1
T20130019331,1,Dry,1
T20130019336,1,Dry,1
T20130019371,1,Dry,1
T20130019376,1,Dry,1
T20160010143,9,Unk.,0
T20160010151,1,Dry,1
T20160010177,1,Dry,1
T20160010191,2,Wet,0
T20160010192,2,Wet,0
T20160010215,1,Dry,1
T20160010241,1,Dry,0
T20160010283,1,Dry,1
T20160010319,1,Dry,1
T20160010325,1,Dry,0
T20160010331,1,Dry,1
T20160010347,1,Dry,0
T20160010353,1,Dry,0
T20160010408,1,Dry,1
T20160010427,1,Dry,1
T20160010435,1,Dry,1
T20160010442,9,Unk.,1
T20160010456,1,Dry,1
T20160010476,1,Dry,1
T20160010484,1,Dry,1
T20160010496,1,Dry,1
T20160010531,1,Dry,1
T20160010551,1,Dry,1
T20160010584,1,Dry,1
T20160010589,1,Dry,1
T20160010592,1,Dry,0
T20160010594,1,Dry,1
T20160010605,1,Dry,1
T20160010610,1,Dry,1
T20160010615,1,Dry,1
T20160010636,2,Wet,1
T20160010643,1,Dry,1
T20160010644,1,Dry,0
T20160010658,1,Dry,0
T20160010662,1,Dry,1
T20160010663,1,Dry,1
T20160010719,1,Dry,1
T20160010728,9,Unk.,1
T20160010737,2,Wet,1
T20160010741,1,Dry,1
T20160010759,1,Dry,0
T20160010766,2,Wet,1
T20160010776,2,Wet,1
T20160010780,2,Wet,1
T20160010786,1,Dry,0
T20160010787,1,Dry,1
T20160010799,1,Dry,1
T20160010826,9,Unk.,1
T20160010835,1,Dry,0
T20160010851,9,Unk.,0
T20160010866,1,Dry,1
T20160010879,1,Dry,1
T20160010881,1,Dry,1
T20160010921,9,Unk.,0
T20160010947,1,Dry,1
T20160010963,1,Dry,1
T20160010968,1,Dry,1
T20160010972,1,Dry,1
T20160010979,1,Dry,1
T20160011002,1,Dry,1
T20160011009,2,Wet,1
T20160011013,2,Wet,1
T20160011028,2,Wet,1
T20160011038,1,Dry,1
T20160011054,2,Wet,1
T20160011063,2,Wet,1
T20160011101,1,Dry,1
T20160011115,1,Dry,1
T20160011123,1,Dry,1
T20160011150,1,Dry,1
T20160011159,1,Dry,0
T20160011193,1,Dry,0
T20160011204,1,Dry,1
T20160011210,1,Dry,1
T20160011214,1,Dry,1
T20160011230,1,Dry,0
T20160011237,1,Dry,0
T20160011247,1,Dry,1
T20160011263,1,Dry,0
T20160011275,9,Unk.,0
T20160011280,2,Wet,1
T20160011300,1,Dry,1
T20160011326,2,Wet,1
T20160011335,1,Dry,1
T20160011360,2,Wet,1
T20160011397,1,Dry,1
T20160011402,1,Dry,1
T20160011420,1,Dry,1
T20160011436,1,Dry,1
T20160011439,1,Dry,1
T20160011442,1,Dry,0
T20160011452,1,Dry,1
T20160011468,1,Dry,1
T20160011478,2,Wet,1
T20160011485,2,Wet,1
T20160011490,2,Wet,1
T20160011495,2,Wet,1
T20160011501,1,Dry,1
T20160011538,2,Wet,1
T20160011544,9,Unk.,0
T20160011573,2,Wet,0
T20160011608,1,Dry,0
T20120009934,1,Dry,1
T20120009938,1,Dry,1
T20120009948,1,Dry,1
T20120009984,1,Dry,1
T20120009996,1,Dry,1
T20120010025,1,Dry,1
T20120010064,1,Dry,1
T20120010097,2,Wet,1
T20120010121,2,Wet,1
T20120010141,1,Dry,1
T20120010155,1,Dry,1
T20120010179,2,Wet,1
T20120010192,2,Wet,1
T20120010204,1,Dry,1
T20120010234,1,Dry,1
T20150002640,1,Dry,1
T20150002647,1,Dry,0
T20150002652,1,Dry,1
T20150002661,1,Dry,0
T20150002671,1,Dry,1
T20150002708,1,Dry,1
T20150002719,1,Dry,1
T20150002720,1,Dry,1
T20150002722,1,Dry,1
T20150002729,1,Dry,1
T20150002736,1,Dry,0
T20150002746,1,Dry,1
T20150002755,1,Dry,1
T20150002779,1,Dry,0
T20150002798,1,Dry,1
T20150002816,1,Dry,1
T20150002828,1,Dry,1
